subscription_id,student_id,created_date,subscription_period_start,cancelled_date,next_charge_date,updated_date,end_date,state,subscription_type
3977,148488,"2021-04-06 00:12:29","2021-04-06 00:12:29","2022-12-22 00:00:00","2023-04-06 00:00:00","2022-04-06 09:47:28","2023-04-06 00:00:00",2,2
3978,148497,"2021-04-06 05:26:05","2021-04-06 05:26:05","2021-10-30 00:00:00","2021-11-06 00:00:00","2021-04-06 05:26:05","2021-11-06 00:00:00",3,0
3979,148467,"2021-04-06 10:47:19","2021-04-06 10:47:19",NULL,"2021-08-06 00:00:00","2021-04-06 10:47:19","2021-08-10 00:00:00",3,2
3980,148531,"2021-04-06 15:06:59","2021-04-06 15:06:59","2022-04-06 00:00:00","2023-04-06 00:00:00","2022-04-06 10:01:41","2022-04-06 00:00:00",3,2
3981,147385,"2021-04-06 18:51:32","2021-04-06 18:51:32","2021-05-01 00:00:00","2021-05-06 00:00:00",NULL,"2021-05-06 00:00:00",3,0
3982,134788,"2021-04-06 22:46:57","2021-04-06 22:46:57",NULL,"2021-10-06 00:00:00","2021-04-06 22:46:57","2021-10-10 00:00:00",3,0
3984,148222,"2021-04-07 09:41:22","2021-04-07 09:41:22","2021-08-04 00:00:00","2021-08-07 00:00:00","2021-04-07 09:41:22","2021-08-07 00:00:00",3,0
3986,148527,"2021-04-07 14:16:16","2021-04-07 14:16:16","2021-05-02 00:00:00","2021-05-07 00:00:00",NULL,"2021-05-07 00:00:00",3,0
3987,2591,"2021-04-07 19:31:15","2021-04-07 19:31:15","2021-07-06 00:00:00","2021-07-07 00:00:00","2021-04-07 19:31:15","2021-07-07 00:00:00",3,0
3989,148618,"2021-04-07 21:49:36","2021-04-07 21:49:36",NULL,"2021-05-07 00:00:00",NULL,"2021-05-11 00:00:00",3,0
3990,148643,"2021-04-08 08:35:14","2021-04-08 08:35:14","2022-06-14 00:00:00","2022-07-08 00:00:00","2022-06-08 08:03:04","2022-07-08 00:00:00",3,0
3991,148685,"2021-04-08 21:13:45","2021-04-08 21:13:45","2021-04-08 00:00:00","2023-04-08 00:00:00","2022-10-29 15:36:00","2022-04-08 00:00:00",2,2
3992,148669,"2021-04-08 23:13:56","2021-04-08 23:13:56",NULL,"2023-04-08 00:00:00","2022-04-08 08:02:39",NULL,1,2
3993,148712,"2021-04-09 08:27:36","2021-04-09 08:27:36","2021-10-08 00:00:00","2022-07-09 00:00:00","2021-04-09 08:27:36","2022-07-09 00:00:00",3,2
3994,145873,"2021-04-09 09:22:19","2021-04-09 09:22:19",NULL,"2023-01-09 00:00:00","2021-04-09 09:22:19","2023-01-13 00:00:00",3,2
3995,148297,"2021-04-09 13:24:26","2021-04-09 13:24:26",NULL,"2023-07-09 00:00:00","2022-07-10 10:01:00",NULL,1,2
3996,148752,"2021-04-09 15:05:23","2021-04-09 15:05:23",NULL,"2023-04-09 00:00:00","2022-04-09 08:18:34",NULL,1,2
3997,148715,"2021-04-09 15:51:49","2021-04-09 15:51:49",NULL,"2022-04-09 00:00:00",NULL,"2021-04-14 00:00:00",3,2
3998,148758,"2021-04-09 16:23:10","2021-04-09 16:23:10","2021-07-09 00:00:00","2021-08-09 00:00:00","2021-04-09 16:23:10","2021-08-09 00:00:00",3,0
3999,148002,"2021-04-09 16:38:26","2021-04-09 16:38:26","2021-05-03 00:00:00","2021-05-09 00:00:00",NULL,"2021-05-09 00:00:00",3,0
4000,58007,"2021-04-09 18:12:05","2021-04-09 18:12:05","2021-05-09 00:00:00","2021-06-09 00:00:00","2021-04-09 18:12:05","2021-06-09 00:00:00",3,0
4001,148778,"2021-04-09 19:04:38","2021-04-09 19:04:38","2021-04-10 00:00:00","2022-04-09 00:00:00",NULL,"2022-04-09 00:00:00",3,2
4002,148667,"2021-04-09 21:13:05","2021-04-09 21:13:05",NULL,"2023-04-09 00:00:00","2022-04-09 08:17:54",NULL,1,2
4003,6410,"2021-04-09 23:08:15","2021-04-09 23:08:15",NULL,"2022-04-09 00:00:00",NULL,"2022-04-18 00:00:00",3,2
4004,148787,"2021-04-09 23:31:20","2021-04-09 23:31:20","2021-04-15 00:00:00","2021-05-09 00:00:00",NULL,"2021-05-09 00:00:00",3,0
4006,148799,"2021-04-10 00:53:18","2021-04-10 00:53:18","2022-03-31 00:00:00","2022-04-10 00:00:00",NULL,"2022-04-10 00:00:00",3,2
4007,148812,"2021-04-10 06:29:08","2021-04-10 06:29:08","2021-04-19 00:00:00","2021-05-10 00:00:00","2021-04-10 06:29:08","2021-05-10 00:00:00",3,2
4008,148786,"2021-04-10 07:33:32","2021-04-10 07:33:32","2021-10-17 00:00:00","2022-10-10 00:00:00","2021-04-10 07:33:32","2021-10-18 00:00:00",3,2
4009,148842,"2021-04-10 12:53:26","2021-04-10 12:53:26",NULL,"2021-06-10 00:00:00","2021-04-10 12:53:26","2021-06-14 00:00:00",3,0
4011,148854,"2021-04-10 15:59:08","2021-04-10 15:59:08",NULL,"2022-04-10 00:00:00",NULL,"2022-04-19 00:00:00",3,2
4012,3272,"2021-04-10 18:02:41","2021-04-10 18:02:41",NULL,"2021-07-10 00:00:00","2021-04-10 18:02:41","2021-07-20 00:00:00",3,0
4014,148882,"2021-04-11 04:17:46","2021-04-11 04:17:46",NULL,"2023-02-11 00:00:00","2023-01-11 09:01:36",NULL,1,0
4015,55709,"2021-04-11 08:39:19","2021-04-11 08:39:19",NULL,"2022-04-11 00:00:00",NULL,"2022-04-20 00:00:00",3,2
4016,148901,"2021-04-11 10:34:14","2021-04-11 10:34:14",NULL,"2021-06-11 00:00:00","2021-04-11 10:34:14","2021-06-15 00:00:00",3,0
4017,148577,"2021-04-11 11:11:25","2021-04-11 11:11:25","2022-04-11 00:00:00","2022-07-11 00:00:00","2022-04-11 08:48:29","2022-07-11 00:00:00",3,2
4018,148825,"2021-04-11 15:46:28","2021-04-11 15:46:28","2022-03-27 00:00:00","2022-04-11 00:00:00",NULL,"2022-04-11 00:00:00",3,2
4020,148933,"2021-04-11 18:24:59","2021-04-11 18:24:59","2021-04-11 00:00:00","2022-04-11 00:00:00",NULL,"2022-04-11 00:00:00",3,2
4021,27104,"2021-04-11 23:37:27","2021-04-11 23:37:27",NULL,"2023-04-11 00:00:00","2022-04-11 08:41:38",NULL,1,2
4024,148690,"2021-04-12 11:37:00","2021-04-12 11:37:00",NULL,"2023-04-12 00:00:00","2022-04-12 08:37:56",NULL,1,2
4025,149027,"2021-04-12 14:21:44","2021-04-12 14:21:44",NULL,"2021-08-12 00:00:00","2021-04-12 14:21:44","2021-08-16 00:00:00",3,0
4026,2081,"2021-04-12 14:45:27","2021-04-12 14:45:27",NULL,"2022-04-12 00:00:00",NULL,"2022-04-21 00:00:00",3,2
4027,148785,"2021-04-12 14:48:09","2021-04-12 14:48:09","2021-07-31 00:00:00","2022-04-12 00:00:00",NULL,"2022-04-12 00:00:00",3,2
4028,149038,"2021-04-12 18:35:08","2021-04-12 18:35:08",NULL,"2023-04-12 00:00:00","2022-04-13 10:16:28",NULL,1,2
4029,149044,"2021-04-12 20:00:39","2021-04-12 20:00:39",NULL,"2021-12-12 00:00:00","2021-04-12 20:00:39","2021-12-16 00:00:00",3,0
4030,148948,"2021-04-13 01:36:56","2021-04-13 01:36:56","2021-08-03 00:00:00","2022-04-13 00:00:00",NULL,"2022-04-13 00:00:00",3,2
4031,148777,"2021-04-13 07:11:14","2021-04-13 07:11:14","2022-07-13 00:00:00","2023-07-13 00:00:00","2022-07-13 08:44:38","2022-07-18 00:00:00",3,2
4032,75080,"2021-04-13 12:58:58","2021-04-13 12:58:58","2022-10-02 00:00:00","2022-10-13 00:00:00","2022-06-13 04:22:48","2022-10-13 00:00:00",3,2
4033,146049,"2021-04-13 13:14:56","2021-04-13 13:14:56","2021-04-15 00:00:00","2021-05-13 00:00:00",NULL,"2021-05-13 00:00:00",3,0
4034,149023,"2021-04-13 14:49:23","2021-04-13 14:49:23","2022-03-29 00:00:00","2022-04-13 00:00:00",NULL,"2022-04-13 00:00:00",3,2
4035,149131,"2021-04-13 16:34:39","2021-04-13 16:34:39",NULL,"2023-04-13 00:00:00","2023-01-18 03:03:37",NULL,1,2
4036,149037,"2021-04-13 19:11:50","2021-04-13 19:11:50","2022-04-13 00:00:00","2023-04-13 00:00:00","2022-04-13 08:57:23","2023-04-13 00:00:00",2,2
4038,149213,"2021-04-14 06:46:43","2021-04-14 06:46:43",NULL,"2023-02-14 00:00:00","2023-01-14 08:44:19",NULL,1,0
4039,149218,"2021-04-14 07:10:06","2021-04-14 07:10:06","2021-07-14 00:00:00","2021-08-14 00:00:00","2021-04-14 07:10:06","2021-08-14 00:00:00",3,0
4040,12442,"2021-04-14 09:07:16","2021-04-14 09:07:16",NULL,"2022-04-14 00:00:00",NULL,"2022-04-23 00:00:00",3,2
4041,149253,"2021-04-14 12:39:35","2021-04-14 12:39:35","2021-10-04 00:00:00","2021-10-14 00:00:00","2021-04-14 12:39:35","2021-10-14 00:00:00",3,0
4043,149260,"2021-04-14 16:30:52","2021-04-14 16:30:52","2021-06-17 00:00:00","2021-07-14 00:00:00","2021-04-14 16:30:52","2021-07-14 00:00:00",3,0
4044,149303,"2021-04-14 21:02:51","2021-04-14 21:02:51",NULL,"2021-08-14 00:00:00","2021-04-14 21:02:51","2021-08-18 00:00:00",3,2
4047,149404,"2021-04-15 12:10:16","2021-04-15 12:10:16","2021-04-15 00:00:00","2022-04-15 00:00:00",NULL,"2022-04-15 00:00:00",3,2
4048,149015,"2021-04-15 14:04:53","2021-04-15 14:04:53","2022-06-21 00:00:00","2022-07-15 00:00:00","2022-04-13 16:15:49","2022-07-15 00:00:00",3,2
4049,149474,"2021-04-16 00:17:01","2021-04-16 00:17:01","2021-04-16 00:00:00","2022-04-16 00:00:00",NULL,"2022-04-16 00:00:00",3,2
4050,149515,"2021-04-16 07:11:40","2021-04-16 07:11:40","2021-05-16 00:00:00","2021-06-16 00:00:00","2021-04-16 07:11:40","2021-05-17 00:00:00",3,0
4051,7179,"2021-04-16 08:19:45","2021-04-16 08:19:45",NULL,"2022-07-16 00:00:00","2022-04-15 16:58:35","2022-07-25 00:00:00",3,2
4052,15345,"2021-04-16 11:45:03","2021-04-16 11:45:03","2021-04-16 00:00:00","2023-04-16 00:00:00","2022-04-16 10:01:54","2022-04-16 00:00:00",2,2
4053,149566,"2021-04-16 16:33:09","2021-04-16 16:33:09","2022-12-08 00:00:00","2023-04-16 00:00:00","2022-12-08 18:12:16","2023-04-16 00:00:00",2,2
4054,149569,"2021-04-16 17:35:08","2021-04-16 17:35:08","2021-04-16 00:00:00","2022-04-16 00:00:00",NULL,"2022-04-16 00:00:00",3,2
4055,149577,"2021-04-16 19:21:22","2021-04-16 19:21:22",NULL,"2022-04-16 00:00:00",NULL,"2022-04-18 00:00:00",3,2
4056,149455,"2021-04-16 19:38:35","2021-04-16 19:38:35","2022-04-16 00:00:00","2023-04-16 00:00:00","2022-04-16 10:10:34","2023-04-16 00:00:00",2,2
4057,149584,"2021-04-16 22:03:39","2021-04-16 22:03:39","2022-04-17 00:00:00","2023-07-16 00:00:00","2022-04-17 00:41:47","2022-04-19 00:00:00",3,2
4058,149591,"2021-04-16 23:32:43","2021-04-16 23:32:43",NULL,"2023-04-16 00:00:00","2022-04-16 10:07:47",NULL,1,2
4059,146909,"2021-04-17 04:34:54","2021-04-17 04:34:54",NULL,"2021-05-17 00:00:00",NULL,"2021-04-19 00:00:00",3,0
4060,21633,"2021-04-17 06:52:10","2021-04-17 06:52:10","2021-06-02 00:00:00","2021-06-17 00:00:00","2021-04-17 06:52:10","2021-06-17 00:00:00",3,0
4061,149494,"2021-04-17 14:02:29","2021-04-17 14:02:29",NULL,"2022-04-17 00:00:00",NULL,"2022-04-26 00:00:00",3,2
4063,149548,"2021-04-17 17:51:08","2021-04-17 17:51:08","2021-07-16 00:00:00","2021-07-17 00:00:00","2021-04-17 17:51:08","2021-07-17 00:00:00",3,0
4064,149690,"2021-04-17 23:17:00","2021-04-17 23:17:00","2021-04-18 00:00:00","2021-05-17 00:00:00",NULL,"2021-05-17 00:00:00",3,0
4065,149770,"2021-04-18 14:15:24","2021-04-18 14:15:24","2022-01-21 00:00:00","2022-04-18 00:00:00",NULL,"2022-04-18 00:00:00",3,2
4066,149195,"2021-04-18 15:59:17","2021-04-18 15:59:17","2022-07-17 00:00:00","2022-07-18 00:00:00","2022-04-17 06:33:39","2022-07-18 00:00:00",3,2
4067,149815,"2021-04-18 21:00:31","2021-04-18 21:00:31","2022-04-18 00:00:00","2023-04-18 00:00:00","2022-12-21 21:32:54","2023-04-18 00:00:00",2,2
4069,149849,"2021-04-19 02:17:25","2021-04-19 02:17:25",NULL,"2022-04-19 00:00:00",NULL,"2022-04-28 00:00:00",3,2
4070,149633,"2021-04-19 05:15:22","2021-04-19 05:15:22",NULL,"2022-04-19 00:00:00",NULL,"2021-05-17 00:00:00",3,2
4071,149870,"2021-04-19 06:22:52","2021-04-19 06:22:52",NULL,"2023-04-19 00:00:00","2022-04-19 17:50:58",NULL,1,2
4073,148601,"2021-04-19 10:35:57","2021-04-19 10:35:57","2021-05-04 00:00:00","2021-05-19 00:00:00",NULL,"2021-05-19 00:00:00",3,0
4074,149402,"2021-04-19 11:27:38","2021-04-19 11:27:38","2021-06-14 00:00:00","2021-06-19 00:00:00","2021-04-19 11:27:38","2021-06-19 00:00:00",3,0
4075,146185,"2021-04-19 13:48:07","2021-04-19 13:48:07",NULL,"2022-04-19 00:00:00",NULL,"2021-04-21 00:00:00",3,2
4076,149903,"2021-04-19 14:31:07","2021-04-19 14:31:07",NULL,"2023-07-19 00:00:00","2022-07-19 08:02:33","2022-07-20 00:00:00",3,2
4079,149960,"2021-04-20 01:15:01","2021-04-20 01:15:01",NULL,"2023-04-20 00:00:00","2022-12-09 01:23:35",NULL,1,2
4080,148103,"2021-04-20 06:21:59","2021-04-20 06:21:59","2021-09-26 00:00:00","2021-10-20 00:00:00","2021-04-20 06:21:59","2021-10-20 00:00:00",3,2
4081,150061,"2021-04-20 16:42:41","2021-04-20 16:42:41","2021-05-27 00:00:00","2023-05-20 00:00:00","2022-05-20 08:09:34","2022-05-20 00:00:00",2,2
4082,150064,"2021-04-20 17:11:10","2021-04-20 17:11:10","2022-04-01 00:00:00","2022-04-20 00:00:00",NULL,"2022-04-20 00:00:00",3,2
4083,143923,"2021-04-20 17:36:30","2021-04-20 17:36:30",NULL,"2022-04-20 00:00:00",NULL,"2021-05-04 00:00:00",3,2
4084,150076,"2021-04-20 20:11:00","2021-04-20 20:11:00","2021-04-26 00:00:00","2022-07-20 00:00:00","2021-04-20 20:11:00","2021-05-04 00:00:00",3,2
4086,11349,"2021-04-20 21:16:32","2021-04-20 21:16:32",NULL,"2021-05-20 00:00:00",NULL,"2021-05-24 00:00:00",3,0
4088,150094,"2021-04-21 02:28:49","2021-04-21 02:28:49","2021-05-20 00:00:00","2021-05-21 00:00:00",NULL,"2021-05-21 00:00:00",3,0
4089,149610,"2021-04-21 05:31:51","2021-04-21 05:31:51","2022-04-21 00:00:00","2023-04-21 00:00:00","2022-04-21 08:16:55","2022-04-21 00:00:00",3,2
4090,10744,"2021-04-21 13:05:19","2021-04-21 13:05:19",NULL,"2021-06-21 00:00:00","2021-04-21 13:05:19","2021-06-25 00:00:00",3,0
4091,147437,"2021-04-21 13:50:14","2021-04-21 13:50:14",NULL,"2022-04-21 00:00:00",NULL,"2022-04-21 00:00:00",3,2
4092,150158,"2021-04-21 15:44:36","2021-04-21 15:44:36","2021-04-21 00:00:00","2021-05-21 00:00:00",NULL,"2021-05-21 00:00:00",3,0
4093,149123,"2021-04-21 19:48:05","2021-04-21 19:48:05","2021-11-23 00:00:00","2021-12-21 00:00:00","2021-04-21 19:48:05","2021-12-21 00:00:00",3,0
4094,149290,"2021-04-22 02:02:05","2021-04-22 02:02:05","2022-12-13 00:00:00","2023-07-22 00:00:00","2022-12-13 18:56:18","2023-07-22 00:00:00",2,2
4095,149546,"2021-04-22 05:32:57","2021-04-22 05:32:57",NULL,"2022-04-22 00:00:00",NULL,"2022-05-01 00:00:00",3,2
4096,149361,"2021-04-22 08:36:05","2021-04-22 08:36:05",NULL,"2022-04-22 00:00:00",NULL,"2022-05-01 00:00:00",3,2
4097,4059,"2021-04-22 13:24:18","2021-04-22 13:24:18",NULL,"2022-07-22 00:00:00","2021-04-22 13:24:18","2022-07-26 00:00:00",3,2
4098,150288,"2021-04-22 15:57:44","2021-04-22 15:57:44","2021-05-02 00:00:00","2022-04-22 00:00:00",NULL,"2022-04-22 00:00:00",3,2
4101,149844,"2021-04-23 04:06:01","2021-04-23 04:06:01","2021-09-23 00:00:00","2022-04-23 00:00:00",NULL,"2022-04-23 00:00:00",3,2
4102,146906,"2021-04-23 08:18:03","2021-04-23 08:18:03",NULL,"2023-04-23 00:00:00","2022-04-23 09:50:17",NULL,1,2
4103,150462,"2021-04-23 08:24:37","2021-04-23 08:24:37",NULL,"2022-04-23 00:00:00",NULL,"2022-05-02 00:00:00",3,2
4104,150470,"2021-04-23 09:39:16","2021-04-23 09:39:16",NULL,"2022-04-23 00:00:00",NULL,"2022-05-02 00:00:00",3,2
4105,150262,"2021-04-23 11:07:42","2021-04-23 11:07:42","2021-04-23 00:00:00","2022-07-23 00:00:00","2021-04-23 11:07:42","2022-07-23 00:00:00",3,2
4107,147441,"2021-04-24 06:15:55","2021-04-24 06:15:55","2021-07-10 00:00:00","2021-07-24 00:00:00","2021-04-24 06:15:55","2021-07-24 00:00:00",3,0
4108,150733,"2021-04-24 08:01:04","2021-04-24 08:01:04",NULL,"2023-04-24 00:00:00","2022-04-24 08:07:13",NULL,1,2
4109,150757,"2021-04-24 10:14:58","2021-04-24 10:14:58",NULL,"2022-04-24 00:00:00",NULL,"2022-05-03 00:00:00",3,2
4111,150851,"2021-04-25 00:28:28","2021-04-25 00:28:28",NULL,"2023-04-25 00:00:00","2022-11-30 08:18:36",NULL,1,2
4112,150854,"2021-04-25 00:57:08","2021-04-25 00:57:08","2021-05-23 00:00:00","2021-05-25 00:00:00",NULL,"2021-05-25 00:00:00",3,0
4113,150147,"2021-04-25 01:09:29","2021-04-25 01:09:29",NULL,"2021-05-25 00:00:00",NULL,"2021-05-29 00:00:00",3,0
4114,150861,"2021-04-25 01:59:18","2021-04-25 01:59:18",NULL,"2022-04-25 00:00:00",NULL,"2021-04-28 00:00:00",3,2
4116,150864,"2021-04-25 03:40:56","2021-04-25 03:40:56","2022-04-25 00:00:00","2022-04-25 00:00:00",NULL,"2022-04-25 00:00:00",3,2
4117,150890,"2021-04-25 06:52:34","2021-04-25 06:52:34",NULL,"2023-04-25 00:00:00","2022-04-25 14:33:22",NULL,1,2
4118,150059,"2021-04-25 16:28:35","2021-04-25 16:28:35",NULL,"2022-04-25 00:00:00",NULL,"2022-05-04 00:00:00",3,2
4120,150582,"2021-04-25 20:22:34","2021-04-25 20:22:34","2022-07-14 00:00:00","2022-07-25 00:00:00","2021-04-25 20:22:34","2022-07-25 00:00:00",3,2
4121,137389,"2021-04-25 22:12:20","2021-04-25 22:12:20","2022-12-24 00:00:00","2022-12-25 00:00:00","2022-11-25 08:09:55","2022-12-25 00:00:00",3,0
4122,8855,"2021-04-26 01:09:34","2021-04-26 01:09:34","2021-05-13 00:00:00","2021-05-26 00:00:00","2021-04-26 01:09:34","2021-05-15 00:00:00",3,2
4123,37860,"2021-04-26 11:59:54","2021-04-26 11:59:54",NULL,"2023-04-26 00:00:00","2022-04-28 06:09:10",NULL,1,2
4125,18692,"2021-04-26 18:25:24","2021-04-26 18:25:24","2021-06-21 00:00:00","2021-06-26 00:00:00","2021-04-26 18:25:24","2021-06-26 00:00:00",3,0
4126,10938,"2021-04-26 22:16:44","2021-04-26 22:16:44",NULL,"2023-04-26 00:00:00","2022-04-30 05:15:41",NULL,1,2
4127,151153,"2021-04-27 00:41:09","2021-04-27 00:41:09","2021-05-24 00:00:00","2021-05-27 00:00:00",NULL,"2021-05-27 00:00:00",3,0
4128,151171,"2021-04-27 06:22:36","2021-04-27 06:22:36",NULL,"2023-04-27 00:00:00","2022-04-28 13:45:19","2022-04-29 00:00:00",3,2
4129,150015,"2021-04-27 07:18:04","2021-04-27 07:18:04","2021-06-25 00:00:00","2021-06-27 00:00:00","2021-04-27 07:18:04","2021-06-27 00:00:00",3,0
4130,151188,"2021-04-27 07:54:00","2021-04-27 07:54:00","2021-05-26 00:00:00","2021-05-27 00:00:00",NULL,"2021-05-27 00:00:00",3,0
4131,14915,"2021-04-27 08:57:25","2021-04-27 08:57:25","2021-04-27 00:00:00","2021-05-27 00:00:00",NULL,"2021-05-27 00:00:00",3,0
4132,150127,"2021-04-27 14:10:07","2021-04-27 14:10:07","2022-02-20 00:00:00","2022-04-27 00:00:00",NULL,"2022-04-27 00:00:00",3,2
4133,149763,"2021-04-27 15:47:18","2021-04-27 15:47:18","2021-06-28 00:00:00","2021-07-27 00:00:00","2021-04-27 15:47:18","2021-06-29 00:00:00",3,0
4134,6762,"2021-04-27 18:00:02","2021-04-27 18:00:02","2021-06-30 00:00:00","2021-07-27 00:00:00","2021-04-27 18:00:02","2021-07-27 00:00:00",3,0
4136,151321,"2021-04-27 23:28:04","2021-04-27 23:28:04","2022-04-19 00:00:00","2022-04-27 00:00:00",NULL,"2022-04-27 00:00:00",3,2
4137,71758,"2021-04-28 05:46:34","2021-04-28 05:46:34","2022-04-29 00:00:00","2023-04-28 00:00:00","2022-04-28 08:41:52","2023-04-28 00:00:00",2,2
4138,146498,"2021-04-28 09:51:24","2021-04-28 09:51:24",NULL,"2023-04-28 00:00:00","2022-04-28 08:24:34","2022-04-29 00:00:00",3,2
4141,149500,"2021-04-28 19:16:40","2021-04-28 19:16:40",NULL,"2021-05-28 00:00:00",NULL,"2021-06-01 00:00:00",3,0
4142,151479,"2021-04-28 21:32:18","2021-04-28 21:32:18",NULL,"2022-04-28 00:00:00",NULL,"2021-05-21 00:00:00",3,2
4143,151559,"2021-04-29 10:03:06","2021-04-29 10:03:06",NULL,"2023-04-29 00:00:00","2022-04-29 08:18:52",NULL,1,2
4144,151575,"2021-04-29 12:18:05","2021-04-29 12:18:05",NULL,"2021-11-29 00:00:00","2021-04-29 12:18:05","2021-12-03 00:00:00",3,0
4145,151574,"2021-04-29 12:21:16","2021-04-29 12:21:16","2022-11-27 00:00:00","2022-11-28 00:00:00","2022-10-28 09:32:53","2022-11-28 00:00:00",3,0
4146,149617,"2021-04-29 20:56:08","2021-04-29 20:56:08","2021-05-31 00:00:00","2021-05-29 00:00:00",NULL,"2021-05-29 00:00:00",3,0
4147,151643,"2021-04-29 23:26:30","2021-04-29 23:26:30",NULL,"2023-04-29 00:00:00","2022-04-29 08:18:14",NULL,1,2
4148,145867,"2021-04-30 01:08:36","2021-04-30 01:08:36","2021-08-16 00:00:00","2022-04-30 00:00:00",NULL,"2022-04-30 00:00:00",3,2
4149,151694,"2021-04-30 08:52:22","2021-04-30 08:52:22",NULL,"2022-04-30 00:00:00",NULL,"2022-05-09 00:00:00",3,2
4150,151765,"2021-04-30 19:24:34","2021-04-30 19:24:34","2022-05-01 00:00:00","2023-04-30 00:00:00","2022-04-30 08:26:00","2022-05-03 00:00:00",3,2
4151,151779,"2021-04-30 22:41:30","2021-04-30 22:41:30",NULL,"2022-04-30 00:00:00",NULL,"2021-06-07 00:00:00",3,2
4152,151638,"2021-05-01 02:56:22","2021-05-01 02:56:22","2022-07-22 00:00:00","2022-08-01 00:00:00","2021-05-01 02:56:22","2022-08-01 00:00:00",3,2
4153,10131,"2021-05-01 06:08:00","2021-05-01 06:08:00",NULL,"2023-05-01 00:00:00","2022-05-01 08:57:44",NULL,1,2
4154,151313,"2021-05-01 08:12:33","2021-05-01 08:12:33",NULL,"2023-05-01 00:00:00","2022-05-01 08:55:30","2022-07-25 00:00:00",3,2
4156,151861,"2021-05-01 09:38:18","2021-05-01 09:38:18","2022-05-01 00:00:00","2023-05-01 00:00:00","2022-05-01 08:54:47","2023-05-01 00:00:00",2,2
4157,5382,"2021-05-01 16:09:33","2021-05-01 16:09:33","2021-05-01 00:00:00","2021-06-01 00:00:00","2021-05-01 16:09:33","2021-06-01 00:00:00",3,0
4158,804,"2021-05-01 16:39:41","2021-05-01 16:39:41","2021-06-29 00:00:00","2021-07-01 00:00:00","2021-05-01 16:39:41","2021-07-01 00:00:00",3,0
4159,151952,"2021-05-01 19:22:19","2021-05-01 19:22:19","2022-01-14 00:00:00","2022-05-01 00:00:00",NULL,"2022-05-01 00:00:00",3,2
4160,151953,"2021-05-01 19:24:55","2021-05-01 19:24:55","2022-05-01 00:00:00","2023-05-01 00:00:00","2022-05-01 08:43:01","2023-05-01 00:00:00",2,2
4161,151962,"2021-05-01 21:08:22","2021-05-01 21:08:22",NULL,"2022-05-01 00:00:00",NULL,"2021-05-10 00:00:00",3,2
4163,150819,"2021-05-01 23:12:15","2021-05-01 23:12:15","2021-05-03 00:00:00","2021-06-01 00:00:00","2021-05-01 23:12:15","2021-06-01 00:00:00",3,2
4164,151988,"2021-05-02 03:02:09","2021-05-02 03:02:09","2021-06-02 00:00:00","2021-07-02 00:00:00","2021-05-02 03:02:09","2021-07-02 00:00:00",3,0
4165,151879,"2021-05-02 06:40:05","2021-05-02 06:40:05","2021-06-24 00:00:00","2021-07-02 00:00:00","2021-05-02 06:40:05","2021-07-02 00:00:00",3,0
4166,149097,"2021-05-02 11:35:12","2021-05-02 11:35:12","2021-05-26 00:00:00","2021-06-02 00:00:00",NULL,"2021-06-02 00:00:00",3,0
4167,152033,"2021-05-02 11:44:48","2021-05-02 11:44:48",NULL,"2023-02-02 00:00:00","2023-01-02 08:20:54",NULL,1,0
4172,152141,"2021-05-03 02:54:32","2021-05-03 02:54:32","2021-06-03 00:00:00","2021-07-03 00:00:00","2021-05-03 02:54:32","2021-07-03 00:00:00",3,0
4173,152140,"2021-05-03 03:01:57","2021-05-03 03:01:57",NULL,"2023-05-03 00:00:00","2022-05-03 09:03:14",NULL,1,2
4174,3850,"2021-05-03 17:44:24","2021-05-03 17:44:24","2021-06-01 00:00:00","2021-06-03 00:00:00",NULL,"2021-06-03 00:00:00",3,0
4175,152253,"2021-05-03 18:42:11","2021-05-03 18:42:11","2021-05-30 00:00:00","2021-06-03 00:00:00",NULL,"2021-06-03 00:00:00",3,0
4176,152265,"2021-05-03 21:39:30","2021-05-03 21:39:30",NULL,"2022-05-03 00:00:00",NULL,"2022-05-12 00:00:00",3,2
4177,151620,"2021-05-03 22:23:06","2021-05-03 22:23:06","2021-07-10 00:00:00","2021-08-03 00:00:00","2021-05-03 22:23:06","2021-08-03 00:00:00",3,0
4178,152285,"2021-05-03 23:55:17","2021-05-03 23:55:17","2022-05-03 00:00:00","2023-05-03 00:00:00","2022-05-03 08:58:02","2023-05-03 00:00:00",2,2
4179,152267,"2021-05-04 00:11:13","2021-05-04 00:11:13","2021-05-04 00:00:00","2023-08-04 00:00:00","2022-08-04 09:48:04","2022-08-04 00:00:00",2,2
4180,151981,"2021-05-04 01:10:52","2021-05-04 01:10:52",NULL,"2022-05-04 00:00:00",NULL,"2021-06-03 00:00:00",3,2
4181,152109,"2021-05-04 02:36:20","2021-05-04 02:36:20",NULL,"2023-05-04 00:00:00","2022-05-04 08:33:21",NULL,1,2
4182,14633,"2021-05-04 04:00:48","2021-05-04 04:00:48",NULL,"2023-05-04 00:00:00","2022-05-04 08:34:02",NULL,1,2
4183,152082,"2021-05-04 13:07:55","2021-05-04 13:07:55",NULL,"2023-05-04 00:00:00","2022-05-04 08:37:46",NULL,1,2
4184,151783,"2021-05-04 14:43:03","2021-05-04 14:43:03","2021-06-30 00:00:00","2021-07-04 00:00:00","2021-05-04 14:43:03","2021-07-04 00:00:00",3,0
